id,discord_id,donation_policy,privacy_policy,mention_policy,friend_policy,trade_cooldown_policy,extra_data,coins
459,417389844931543040,1,2,1,1,1,{},0
472,1412557749128134697,1,2,1,1,1,{},0
473,1348781286457610353,1,2,1,1,1,{},0
483,617057067462688797,1,2,1,1,1,{},0
450,816036519269761044,1,2,1,1,1,{},0
451,1318293831879233596,1,2,1,1,1,{},0
2,1135233173840732230,1,1,1,1,1,"{""last_claim_date"": ""2026-01-14T16:13:20.257033""}",0
480,1338713168075030538,1,2,1,1,1,{},0
463,1009583274085068881,1,2,1,1,1,{},0
491,1266129286931157065,1,2,1,1,1,{},0
477,885291234636210226,1,2,1,1,1,{},0
484,959207710027571258,1,2,1,1,1,{},0
464,1002725421697212539,1,2,1,1,1,{},0
455,1325616777547218964,1,2,1,1,1,"{""last_claim_date"": ""2026-01-14T10:13:16.926144""}",0
485,994384722933334077,1,2,1,1,1,{},0
488,980864037455790120,1,2,1,1,1,{},0
474,1379474123041935471,1,2,1,1,1,{},0
486,1355927461661245672,1,2,1,1,1,{},0
479,1227662362501316731,1,2,1,1,1,{},0
18,1150466965438214246,1,1,1,1,1,"{""last_claim_date"": ""2026-01-09T09:02:21.951587""}",672125
490,327312452859723777,1,2,1,1,1,{},0
440,799048051188563998,1,2,1,1,1,"{""last_claim_date"": ""2026-01-15T22:56:11.849747""}",0
489,1336256914605998113,1,2,1,1,1,{},0
492,1073816244253360129,1,2,1,1,1,{},0
493,900154066766802945,1,2,1,1,1,{},0
494,1386874497545801728,1,2,1,1,1,{},0
495,1397630307187822765,1,2,1,1,1,{},0
386,1443591359566053486,1,2,1,1,1,"{""last_claim_date"": ""2026-01-16T12:58:45.034872""}",12500
